lyrics,mood,embedding
write letter tomorrow tonight hold pen someone got stamp borrow promise blow address right flash evening crack draped jesus ride beside never busy smoke,3,"[-0.01068058  0.01585388 -0.01680811 ... -0.01075556  0.02377401
 -0.04343119]"
coming coming coming coming share thought nothing hide dying survive caught oh taken ride showing surprise coming coming friend coming,3,"[ 0.01052166 -0.00564795  0.0230153  ... -0.01855517 -0.00109104
 -0.01658319]"
relive moment bearing burden within open wound hidden skin pain real cut bleeds face see every time try sleep staring cry running enemy inside enemy inside looking life left behind life left behind suffocating memory fetched upon mind escape enemy inside,0,"[ 0.00080043 -0.01205313  0.01469463 ... -0.01236549  0.01117715
 -0.02485321]"
bring beat back take back alright catch catch bring beat back take back take back catch catch side bike old dirt hill catch first time without training wheel first time kissed lost leg catch bring beat back scream shout loud innocence yeah day would never end bring beat back take back give light catch catch bring beat back,2,"[ 0.00480763 -0.01372928 -0.01562649 ... -0.00333032 -0.00476683
 -0.02926736]"
narrow street climb away harbour wall close day dusk fall soft hear footstep echo clear across bay starry blue pain tear streaming face dark chill empty place night bear witness heart hold left watching thought collide wish could take back foolish pride felt understood love inside arrow fallen wide heart hold,3,"[ 0.00763647 -0.00429467  0.00786624 ... -0.01125196  0.00475759
 -0.03370858]"
people saving whale giving thanks sea respect one forest standing old tree giving food hungry giving hope needy giving life baby giving care free freedom around u everything need care care opinion get better people good good could message,2,"[-0.00503915  0.00095741 -0.00673644 ... -0.01501528 -0.00275851
 -0.01556896]"
said love til die told forget time year went slowly still prayed upon mind kept picture wall went half crazy still loved open would come back kept letter bed,3,"[ 0.00106953  0.00247035  0.00828047 ... -0.00067687  0.03166895
 -0.03309499]"
died track screaming silent black white trust u villain would tell anything want hear willing listen learn much deserve come say gray anybody want oh oh oh oh oh oh oh,2,"[-0.00890701 -0.0169057   0.00751063 ... -0.01500771  0.00179293
 -0.00959165]"
lived curve road old tar paper shock south side town wrong side track sometimes way town would say stop give ride sometimes hand flew side mild eyed crazy mary long dirt road last arson place old blue car used race little country store sign tacked side said l e r n g allowed underneath sign always congregated quite crowd,3,"[ 0.00744903  0.006996    0.01065136 ...  0.00049064 -0.01179257
 -0.01589404]"
lady sing blue got bad feel sad want world know must blue lady sings blue tell side nothing hide world know,3,"[-0.00129488 -0.01034597  0.03918788 ... -0.01480983 -0.00483313
 -0.01861359]"
gave desired needed boy provided let head bed privilege back answer took dollar took chance defended battled fought really thought loved know start stop know done enough fall hand heart hit ground sorry around watch mind fantasy hit wall think top watching fall,3,"[-0.00992181 -0.01009686 -0.00992881 ... -0.0133948   0.00786323
 -0.00485588]"
need someone like dearest darling please love within heart pray answer yes make life full happiness,1,"[-0.01710543 -0.00429349 -0.01447383 ... -0.00158564  0.00048015
 -0.00647964]"
joke one morning saw monster struttin house six pack ring round neck cock block stop stop keep big daddy happy,3,"[-0.01266352 -0.01836831  0.00526039 ... -0.01263596  0.0087501
 -0.03560669]"
key hey want chinese takeaway key hey room wood wood key hey want chinese takeaway key hey room wood wood went fish shop went chip shop went burgher shop long stop key hey want chinese takeaway key hey room wood wood key hey want chinese takeaway key hey room wood wood,1,"[ 0.00575975 -0.00451053 -0.00391756 ... -0.00586968  0.00056715
 -0.02394511]"
nobody road nobody beach feel air summer reach empty lake empty street sun go alone driving house though know home see brown skin shining sun got hair combed back sunglass baby tell love still strong boy summer gone never forget night,1,"[ 0.01584448  0.00425176  0.0173597  ... -0.01849612  0.00431054
 -0.03367443]"
kissed cheek goodnight love say turned smiled baby way drift asleep dream life anew,1,"[ 0.00250107  0.01124409  0.01024168 ...  0.00941733 -0.00277145
 -0.01271472]"
scared lose security throw wall future dream realize thousand septic hand keep u thing plan unless clinging thing prize feel scared stop faster threw away,1,"[-0.01464184 -0.01370696  0.01560421 ... -0.00663351 -0.00890884
 -0.02507673]"
like crystal break easy poor man leave applause forgotten summer autumn know say care anyway man rage tell got girl betrayed come love like honey buy money alone whenever,1,"[-0.00709585 -0.00365389  0.01352177 ... -0.02134225  0.02465091
 -0.00435117]"
time let u go time bring last coast back baby new work dog talking bout whizz dog going terrorist night serious puff order whizz death heer going get get started get started heer going get get started get started going get get stopping get popping going get get popping get popping follow hewewewewewewewewewewewewewewe dmx six number one album imagine oat sick dog got swagger back shit go want going still grab bat think give fuck going get go hard type night bring yard type night four one five fourteen thousand men ten haze street cousin c remember bitch night life going enemy bitch luck around got weight weight brought nigga getting ate straight fuck vote day stop trying much right want fight get strap nigger light cap,0,"[-0.01373975 -0.02106389 -0.01522135 ... -0.01758353 -0.00621294
 -0.01977797]"
turned away turned away leave nothing left say answer phone call want river run take boat away thought would never see river clear mean many others drowned,2,"[-0.01238348 -0.01336837  0.01421552 ... -0.01168786 -0.01438082
 -0.00911887]"
working keep sane know many ship one man row close eye drain blood reach brought cleansing flood doorway doorway,2,"[ 0.00975674 -0.00567614  0.02226684 ... -0.00935433  0.00850715
  0.00049331]"
maybe ought think twice start something nice need sacrifice spice life ooh love like fire ice pretty baby ought think twice start something nice think twice think twice really love know really love know true really love know really love,2,"[ 0.01265533 -0.00857757 -0.0103884  ... -0.01335651  0.00126281
 -0.04539307]"
damaged girl poison girl know long hold,3,"[-0.01573848  0.00198179  0.00557073 ... -0.00770997 -0.01400102
 -0.00858594]"
well really mind want go everybody sometimes feel need alone temporary breakdown nothing left say little faith everythings going ok well come surprise dealing truth state mind another point view confidence shaken promise break little faith everythings going ok nothing making sense question never end got let go pretend,2,"[-0.00119971 -0.00227742  0.01966988 ... -0.01427456  0.01497948
 -0.04104783]"
mean treat bad take personal mean make sad happened saw say goodby friend smile thought well understood would coming back little know saying goodby good sooner later one u must know supposed sooner later one u must know really try get close,3,"[-0.00718017 -0.00552688  0.0255644  ... -0.00480614  0.01181209
 -0.01029545]"
love love strange people take game get never want quit awful fix people,1,"[-0.01148926  0.0059022   0.01881306 ... -0.01515458  0.00632012
 -0.02728099]"
lately find know letter know like woman lost water edge reflection taken tide want around want around,2,"[-0.01711778 -0.00341002  0.01842905 ... -0.0123288   0.01587778
 -0.02344609]"
oily allen fair oh treat respect say love time call fifteen time day like make sure fine know never met man made feel quite secure like boy dumb immature one thing getting way go bed good shame look eye want get know make noise apparent fair think really mean think really mean think really mean oh supposed care never make scream never make scream,1,"[-0.00490253 -0.00619376  0.00062361 ... -0.00089419  0.00560684
 -0.03400008]"
